Ranking,Nome,Categoria,Lançamento,Pontuação (Multi),Pontuação (Single),Preço,Socket,Tdp,cpuCounts,Núcleos,Threads,Clock Base (MHz),Clock Turbo (MHz)
91,AMD EPYC 7643P,Server,Apr 2024,"77,307","2,655","$2,722.00*",SP3,225,1,48,2,2300,3600
135,Intel Xeon Gold 6256 @ 3.60GHz,Server,Mar 2020,"76,542","2,681","$15,600.00*",FCLGA3647,205,4,12,2,3600,4500
136,AMD EPYC 7413,Server,May 2021,"76,434","2,313","$2,750.00*",SP3,180,2,24,2,2650,3600
92,AMD EPYC 7C13,Server,Jun 2024,"76,392","2,608",NA,Unknown,NA,1,64,2,2000,3700
137,Intel Xeon Gold 6348 @ 2.60GHz,Server,Aug 2021,"76,376","2,368","$4,194.00*",FCLGA4189,235,2,28,2,2600,3500
93,AMD EPYC 7643,Server,Mar 2021,"76,259","2,690","$1,267.00*",SP3,225,1,48,2,2300,3600
94,Intel Xeon 6740E,Server,Sep 2024,"76,167","1,997","$5,265.00*",FCLGA4710,250,1,96,1,2400,3200
95,AMD EPYC 9255,Server,May 2025,"75,809","3,653",NA,SP5,200,1,24,2,4000,4300
138,Intel Xeon Gold 5418N,Server,Oct 2025,"75,373","2,876","$3,328.00*",FCLGA4677,165,2,24,2,1800,3800
139,AMD EPYC 73F3,Server,Jun 2021,"75,182","2,916","$4,662.20*",SP3,240,2,16,2,3500,4000
96,AMD Ryzen Threadripper PRO 5975WX,"Desktop, Server",Mar 2022,"74,987","3,320","$1,840.00*",sWRX8,280,1,32,2,3600,4500
97,Intel Xeon Platinum 8461V,Server,Sep 2023,"74,982","2,855","$4,491.00*",FCLGA4677,300,1,48,2,2200,3700
140,Intel Xeon 6515P,Server,Aug 2025,"74,937","2,988","$1,480.00*",FCLGA4710,150,2,16,2,2300,3800
141,Intel Xeon Platinum 8336C,Server,Apr 2024,"74,875","2,054",NA,FCLGA4189,230,2,32,2,2300,3500
98,Intel Xeon 6732P,Server,Dec 2025,"74,849","2,506","$5,295.00*",FCLGA4710,350,1,32,2,3800,4300
99,AMD EPYC 9354P,Server,Jan 2023,"74,813","2,775","$2,280.00*",SP5,280,1,32,2,3250,3800
142,AMD EPYC 7373X,Server,Jun 2024,"74,709","2,761","$5,984.00*",SP3,240,2,16,2,3050,3800
143,Intel Xeon 6724P,Server,Nov 2025,"74,670","2,497","$7,244.00*",FCLGA4710,210,2,16,2,3600,4300
144,Intel Xeon Gold 6444Y,Server,Jul 2023,"74,635","3,271","$7,244.00*",FCLGA4677,270,2,16,2,3600,4000
145,AMD EPYC 7R32,Server,Dec 2020,"74,520","1,918",NA,Unknown,NA,2,48,2,2800,3300
100,Intel Xeon 6730P,Server,Jul 2025,"74,113","2,995","$3,726.00*",FCLGA4710,250,1,32,2,2500,3800
101,AMD EPYC 9274F,Server,Jun 2023,"73,982","3,373","$2,490.00*",SP5,NA,1,24,2,4050,4300
146,AMD EPYC 7642,Server,May 2021,"73,920","2,034","$2,964.90*",SP3,225,2,48,2,2299,3300
102,AMD EPYC 9354,Server,Aug 2023,"73,892","2,687","$2,750.00*",SP5,280,1,32,2,3250,3800
147,AMD EPYC 7542,Server,Nov 2019,"73,758","2,011","$1,798.00*",SP3,225,2,32,2,2900,3400
103,Intel Xeon Gold 6548Y+,Server,Mar 2024,"73,387","3,165","$3,726.00*",FCLGA4677,205,1,32,2,2500,4100
104,Intel Xeon Platinum 8480C,Unknown,Mar 2026,"73,247","2,370",NA,Unknown,NA,1,56,2,NA,NA
148,Intel Xeon Gold 6548N,Server,Jan 2025,"72,978","2,609","$7,750.00*",FCLGA4677,250,2,32,2,2800,4100
149,Intel Xeon Platinum 8160 @ 2.10GHz,Server,Sep 2017,"72,905","2,379","$4,719.64*",FCLGA3647,150,4,24,2,2100,3700
105,Apple M3 Ultra 32 Core,Desktop,Mar 2025,"72,769","5,048",NA,Unknown,NA,1,24,1,4000,NA
150,AMD EPYC 7343,Server,Jun 2021,"72,650","2,832","$1,664.02*",SP3,190,2,16,2,3200,3900
106,AMD EPYC 7662,Server,Apr 2021,"72,298","2,102","$4,579.00*",SP3,225,1,64,2,2000,3300
151,Intel Xeon Gold 6148 @ 2.40GHz,Server,Jan 2018,"72,249","2,181","$1,160.00*",FCLGA3647,150,4,20,2,2400,3700
152,AMD EPYC 7552,Server,Aug 2020,"72,235","1,527","$3,300.00*",SP3,200,2,48,2,2200,3300
107,AMD EPYC 9384X,Server,Oct 2024,"72,121","3,006","$5,529.00*",SP5,320,1,32,2,3100,3900
108,Ampere Altra Max,Server,Sep 2025,"72,121","1,939",NA,Unknown,NA,1,128,1,NA,3000
109,AMD EPYC 8534P,Server,Mar 2024,"71,900","2,441","$6,295.95*",SP6,200,1,64,2,2300,3100
153,AMD EPYC Embedded 9124,Server,Aug 2025,"71,486","2,907",NA,SP5,200,2,16,2,3000,3700
154,Intel Xeon Gold 6336Y @ 2.40GHz,Server,Aug 2021,"71,271","2,533","$5,000.00*",FCLGA4189,185,2,24,2,2400,3600
155,Intel Xeon Gold 6342 @ 2.80GHz,Server,Aug 2021,"71,199","2,288","$6,591.90*",FCLGA4189,230,2,24,2,2800,3500
110,Intel Xeon w7-3565X,Server,Sep 2024,"71,140","3,364","$2,894.13*",FCLGA4677,335,1,32,2,2500,4800
156,Intel Xeon Gold 6416H,Server,Mar 2024,"71,079","3,271","$2,888.00*",FCLGA4677,165,2,18,2,2200,4200
157,Intel Xeon Gold 5318H @ 2.50GHz,Server,Aug 2024,"70,723","1,975","$5,092.00*",FCLGA4189,150,4,18,2,2500,3800
111,AMD EPYC 7V12,Server,Jan 2020,"70,622","2,054",NA,SP3,240,1,64,2,2500,NA
158,Intel Xeon Platinum 8352V @ 2.10GHz,Server,Nov 2024,"70,327","1,967","$6,370.00*",FCLGA4189,195,2,36,2,2100,3500
112,Intel Xeon Gold 6448H,Server,Oct 2023,"70,280","3,296","$3,658.00*",FCLGA4677,250,1,32,2,3400,4100
113,AMD Ryzen 9 9950X3D,Desktop,Mar 2025,"70,215","4,742",$675.59*,AM5,170,1,16,2,4300,5700
159,AMD EPYC 7443,Server,Jan 2022,"69,900","2,302","$4,461.98*",SP3,200,2,24,2,2850,4000
160,Intel Xeon Gold 6138 @ 2.00GHz,Server,Nov 2017,"69,775","2,213",$862.40*,FCLGA3647,125,4,20,2,2000,3700
161,Intel Xeon Silver 4416+,Server,Jun 2023,"69,646","2,886","$2,352.00*",FCLGA4677,165,2,20,2,2000,3900
114,AMD EPYC 7H12,Server,Dec 2019,"69,633","1,774","$1,475.00*",SP3,280,1,64,2,2600,3300
115,AMD EPYC 7742,Server,Sep 2019,"69,448","2,100",$613.98*,SP3,225,1,64,2,2250,3400
116,AMD EPYC 7573X,Server,Aug 2022,"69,432","2,674","$5,250.00*",SP3,280,1,32,2,2800,3600
162,Intel Xeon E7-8890 v4 @ 2.20GHz,Server,Apr 2022,"68,915","2,097","$28,696.00*",LGA2011-v3,165,4,24,2,2200,3400
117,Apple M3 Ultra 28 Core,Desktop,Mar 2025,"68,871","5,130",NA,Unknown,NA,1,20,1,4000,NA
118,AMD EPYC 7702,Server,May 2020,"68,811","2,067","$2,570.04*",SP3,200,1,64,2,2000,3350
119,AMD EPYC 4585PX,Server,Jun 2025,"68,721","4,522","$1,642.00*",AM5,170,1,16,2,4300,5700
163,Intel Xeon Platinum 8352Y @ 2.20GHz,Server,Jul 2021,"68,643","1,913","$3,518.20*",FCLGA4189,205,2,32,2,2200,NA
164,AMD EPYC 7313,Server,Jul 2021,"68,456","2,690","$3,277.78",SP3,155,2,16,2,3000,3700
120,Intel Xeon Platinum 8571N,Server,Apr 2024,"68,385","1,969",NA,FCLGA4677,300,1,52,2,2400,4000
121,Intel Xeon 658X,Server,Jan 2026,"68,239","3,485","$1,699.00*",FCLGA4710,250,1,24,2,3000,4900
122,Intel Xeon w7-3555,Server,Nov 2025,"67,754","3,549","$2,339.00*",FCLGA4677,325,1,28,2,2700,4800
123,AMD Ryzen Threadripper PRO 9955WX,"Desktop, Server",Jul 2025,"67,491","4,539","$1,626.00*",sTR5,350,1,16,2,4500,5400
124,Intel Core Ultra 9 290K Plus,Desktop,Feb 2026,"67,481","5,127",NA,Unknown,NA,1,8,1,NA,5800
165,Intel Xeon Gold 6426Y,Server,Sep 2023,"67,425","3,017","$3,034.00*",FCLGA4677,185,2,16,2,2500,4100
125,Intel Core Ultra 9 285K,Desktop,Oct 2024,"67,372","5,091",$559.77,FCLGA1851,125,1,8,1,3700,5700
166,Intel Xeon Gold 6526Y,Server,Apr 2024,"67,053","2,949","$4,997.90*",FCLGA4677,195,2,16,2,2800,3900
167,Intel Xeon Platinum 8275CL @ 3.00GHz,Server,Dec 2019,"66,812","2,375",NA,Unknown,NA,2,24,2,3000,NA
126,AMD EPYC 9175F,Server,Mar 2025,"66,796","4,244","$4,256.00*",SP5,320,1,16,2,4200,5000
127,AMD Ryzen Threadripper PRO 5965WX,"Desktop, Server",Mar 2022,"66,601","3,338","$1,553.99*",sWRX8,280,1,24,2,3800,4500
128,AMD EPYC 7543P,Server,Sep 2021,"66,590","2,737","$5,104.00*",SP3,225,1,32,2,2800,3700
168,Montage Jintide C6348,Server,Feb 2024,"66,555","2,206",NA,LGA4189,NA,2,28,2,2600,3500
129,AMD EPYC 8434P,Server,Feb 2024,"66,490","2,448","$4,298.95*",SP6,200,1,48,2,2500,3100
130,Intel Xeon w7-2595X,Server,Mar 2025,"66,276","3,690","$2,331.37*",FCLGA4677,250,1,26,2,2800,4800
131,Intel Core Ultra 9 290HX Plus,Unknown,Jan 2026,"66,082","5,010",NA,Unknown,NA,1,8,1,NA,NA
132,AMD EPYC 7B12,Server,Jun 2021,"66,044","1,927",NA,SP3,240,1,64,2,2249,3300
169,Intel Xeon Gold 6338N @ 2.20GHz,Server,Dec 2021,"65,860","1,955","$9,343.38*",FCLGA4189,185,2,32,2,2200,3500
133,Intel Core Ultra 7 270K Plus,Desktop,Dec 2025,"65,853","5,084",NA,Unknown,NA,1,8,1,NA,5500
134,AMD Ryzen 9 9950X,Desktop,Aug 2024,"65,812","4,729",$519.00*,AM5,170,1,16,2,4300,5700
135,AMD EPYC 9335,Server,Sep 2025,"65,811","2,732","$3,178.00*",SP5,210,1,32,2,3000,4400
136,AMD EPYC 9334,Server,Jun 2023,"65,568","2,508","$2,350.00*",SP5,NA,1,32,2,2700,3910
170,AMD EPYC 7452,Server,Nov 2019,"65,147","1,829","$2,597.90*",SP3,155,2,32,2,2350,3350
171,Intel Xeon 6505P,Server,Sep 2025,"65,016","3,385","$1,126.00*",FCLGA4710,150,2,12,2,2200,4100
172,Intel Xeon Gold 6226 @ 2.70GHz,Server,Mar 2020,"64,957","2,260","$1,995.80*",FCLGA3647,125,4,12,2,2700,3700
137,Intel Xeon w9-3475X,Server,Apr 2023,"64,894","3,357","$3,992.85*",FCLGA4677,300,1,36,2,2200,4800
173,Intel Xeon Gold 5320 @ 2.20GHz,Server,Nov 2021,"64,788","2,046","$3,668.90",FCLGA4189,185,2,26,2,2200,3400
138,Intel Xeon 6521P,Server,Apr 2025,"64,761","3,116","$1,250.00*",FCLGA4710,225,1,24,2,2600,4100
174,Intel Xeon Gold 6338 @ 2.00GHz,Server,Nov 2021,"64,581","2,173","$3,208.58*",FCLGA4189,205,2,32,2,2000,3200
139,Intel Xeon Platinum 8469C,Server,Oct 2025,"64,513","2,727",NA,FCLGA4677,350,1,48,2,2500,3800
140,AMD EPYC 75F3,Server,Jun 2021,"64,505","2,414","$3,294.45",SP3,280,1,32,2,2950,4000
175,Intel Xeon Gold 5318N @ 2.10GHz,Server,Nov 2024,"64,453","2,409","$3,204.00*",FCLGA4189,150,2,24,2,2100,3400
141,AMD EPYC 4564P,Server,May 2024,"64,443","4,292",$659.58*,AM5,170,1,16,2,4500,5700
176,Intel Xeon Gold 6354 @ 3.00GHz,Server,Nov 2021,"64,359","2,496","$5,797.90*",FCLGA4189,205,2,18,2,3000,3600
177,Intel Xeon Gold 6150 @ 2.70GHz,Server,Jul 2017,"64,115","1,921",$784.00*,FCLGA3647,165,4,18,2,2700,3700
178,Intel Xeon Platinum 8280L @ 2.70GHz,Server,Jun 2025,"64,076","2,364","$29,796.00*",FCLGA3647,205,2,28,2,2700,4000
142,AMD EPYC 4565P,Server,May 2025,"64,041","4,736",$589.00*,AM5,170,1,16,2,4300,5700
143,Intel Xeon 6520P,Server,May 2025,"64,010","3,379","$1,295.00*",FCLGA4710,210,1,24,2,2400,4000
144,AMD EPYC 7R32,Server,Dec 2020,"63,969","2,004",NA,Unknown,NA,1,48,2,2800,3300
179,AMD EPYC 7F52,Server,Jun 2020,"63,931","2,402","$3,790.60*",SP3,240,2,16,2,3500,3900
180,AMD Ryzen Threadripper PRO 3955WX,"Desktop, Server",Sep 2020,"63,885","2,439","$1,999.98*",sWRX8,280,2,16,2,3900,4300
181,AMD EPYC 9124,Server,May 2023,"63,699","2,327","$2,030.00*",SP5,200,2,16,2,3000,3700
182,Intel Xeon E7-8870 v4 @ 2.10GHz,Server,Feb 2018,"63,598","1,944","$18,688.00*",LGA2011-1,140,4,20,2,2100,3000
183,AMD EPYC 7402,Server,May 2020,"63,597","1,931",$498.00*,SP3,180,2,24,2,2800,3350
145,AMD EPYC 9254,Server,May 2023,"63,540","2,965","$1,995.00*",SP5,200,1,24,2,2900,4150
184,Intel Xeon Gold 6258R @ 2.70GHz,Server,Oct 2020,"63,465","2,259","$2,800.00*",FCLGA3647,205,2,28,2,2700,4000
185,Intel Xeon Platinum 8280 @ 2.70GHz,Server,Jan 2020,"63,232","2,279","$5,880.00*",FCLGA3647,205,2,28,2,2700,4000
146,AMD EPYC 7702P,Server,Sep 2019,"63,021","2,072","$1,550.00*",SP3,200,1,64,2,2000,3350
147,AMD Ryzen Threadripper 3970X,Desktop,Dec 2019,"62,927","2,659","$1,599.99*",sTRX4,280,1,32,2,3700,4500
148,Intel Xeon Gold 6438Y+,Server,Jul 2023,"62,660","3,106","$3,141.00*",FCLGA4677,205,1,32,2,2000,4000
186,Intel Xeon Platinum 8280L @ 2.70GHz,Server,Jun 2025,"62,558","1,963","$59,592.00*",FCLGA3647,205,4,28,2,2700,4000
149,AMD Ryzen 9 9955HX3D,"Desktop, Laptop",Apr 2025,"62,394","4,500",NA,FL1,55,1,16,2,2500,5400
150,Intel Xeon Platinum 8454H,Server,Apr 2024,"62,347","2,831","$6,540.00*",FCLGA4677,270,1,32,2,2100,3400
151,Intel Xeon Platinum 8380 @ 2.30GHz,Server,Aug 2021,"62,318","2,385","$7,301.00*",FCLGA4189,270,1,40,2,2300,3400
152,AMD Ryzen 9 7950X3D,Desktop,Feb 2023,"62,316","4,146",$669.99,AM5,120,1,16,2,4200,5700
153,AMD Ryzen Threadripper PRO 3975WX,"Desktop, Server",Oct 2020,"62,290","2,653","$1,399.99*",sWRX8,280,1,32,2,3500,4200
154,AMD Ryzen 9 7950X,Desktop,Sep 2022,"62,222","4,256",$467.73,AM5,170,1,16,2,4500,5700
155,AMD EPYC 7543,Server,Jun 2021,"61,909","2,399","$3,761.00*",SP3,240,1,32,2,2800,3700
156,Intel Xeon 6710E,Server,Sep 2024,"61,775","1,910","$2,749.00*",FCLGA4710,205,1,64,1,2400,3200
187,AMD EPYC 7501,Server,Dec 2017,"61,736","1,809","$2,651.92*",SP3,155,2,32,2,2000,3000
157,Intel Xeon w7-3465X,Server,May 2023,"61,600","3,204","$3,077.93*",FCLGA4677,300,1,28,2,2500,4800
158,Intel Xeon 654,Server,Dec 2025,"61,351","3,766","$1,199.00*",FCLGA4710,200,1,18,2,3100,4800
159,Intel Xeon Gold 5520+,Server,Mar 2024,"61,227","3,216","$1,849.99*",FCLGA4677,205,1,28,2,2200,400
188,Intel Xeon Gold 6268CL @ 2.80GHz,Server,Jul 2023,"61,095","2,364",NA,FCLGA3647,205,2,24,2,2800,3900
160,AMD EPYC 74F3,Server,Oct 2021,"60,666","2,942","$2,398.95*",SP3,240,1,24,2,3200,4000
161,Intel Core i9-13900KS,Desktop,Jan 2023,"60,525","4,714",$707.00,FCLGA1700,150,1,8,2,3200,6000
189,Intel Xeon E7-8894 v4 @ 2.40GHz,Server,Mar 2023,"60,496","1,858","$35,592.00*",FCLGA2011,165,4,24,2,2400,3400
162,Intel Xeon Gold 6448Y,Server,Apr 2023,"60,449","2,686","$3,583.00*",FCLGA4677,225,1,32,2,2100,4100
190,Intel Xeon E5-4669 v4 @ 2.20GHz,Server,Apr 2017,"60,415","1,726",NA,FCLGA2011-3,135,4,22,2,2200,3000
192,Intel Xeon Gold 6330 @ 2.00GHz,Server,Sep 2021,"60,311","1,857","$2,540.00*",FCLGA4189,205,2,28,2,2000,3100
191,Intel Xeon Platinum 8268 @ 2.90GHz,Server,Jun 2019,"60,311","2,277","$12,011.96*",FCLGA3647,205,2,24,2,2900,3900
163,Intel Core i9-14900KS,Desktop,Mar 2024,"60,310","4,821",$729.99,FCLGA1700,150,1,8,2,3200,6200
193,Intel Xeon Platinum 8276L @ 2.20GHz,Server,Mar 2019,"60,188","2,427","$4,597.90*",Unknown,NA,2,28,2,2200,NA
164,Intel Xeon Gold 5512U,Server,Mar 2024,"60,183","3,023","$1,290.75*",FCLGA4677,185,1,28,2,2100,3700
165,Intel Xeon Gold 6542Y,Server,Sep 2024,"60,144","3,087","$2,878.00*",FCLGA4677,250,1,24,2,2900,4100
166,AMD Ryzen Threadripper PRO 7955WX,"Desktop, Server",Oct 2023,"60,047","4,087",NA,sTR5,350,1,16,2,4500,5300
167,AMD EPYC 4584PX,Server,May 2024,"59,990","3,925","$1,218.87*",AM5,120,1,16,2,4200,5700
168,AMD EPYC 7642,Server,May 2021,"59,933","2,063","$1,482.45*",SP3,225,1,48,2,2299,3300
194,Intel Xeon Gold 6136 @ 3.00GHz,Server,Aug 2017,"59,759","1,859","$2,999.76*",FCLGA3647,150,4,12,2,3000,3700
169,AMD EPYC 7K62,Server,May 2022,"59,533","2,010",NA,SP3,NA,1,48,2,2600,3300
170,AMD EPYC 7473X,Server,Sep 2022,"59,280","2,751",NA,SP3,240,1,24,2,2800,3700
195,Intel Xeon Gold 6278C @ 2.60GHz,Server,Jun 2021,"59,208","1,989",NA,FCLGA3647,185,2,26,2,2600,3500
171,Intel Xeon W-3375 @ 2.50GHz,Server,Jun 2022,"59,091","2,636","$4,499.00*",FCLGA4189,270,1,38,2,2500,4000
172,Intel Xeon w7-3545,Server,Jun 2025,"58,890","3,373","$2,039.00*",FCLGA4677,310,1,24,2,2700,4800
173,AMD EPYC 7513,Server,Jun 2021,"58,869","2,534","$1,692.40*",SP3,200,1,32,2,2600,3650
196,Intel Xeon Gold 6130 @ 2.10GHz,Server,Nov 2017,"58,852","1,922","$3,796.00*",FCLGA3647,125,4,16,2,2100,3700
174,Intel Xeon Gold 6421N,Server,Sep 2023,"58,797","2,978","$2,368.00*",FCLGA4677,185,1,32,2,1800,3600
175,Intel Core Ultra 7 265K,Desktop,Oct 2024,"58,709","4,929",$293.99,FCLGA1851,125,1,8,1,3900,5500
176,Intel Core Ultra 7 265KF,Desktop,Nov 2024,"58,541","4,922",$257.99,FCLGA1851,125,1,8,1,3900,5500
177,Intel Xeon Gold 6442Y,Server,May 2023,"58,534","3,268","$2,878.00*",FCLGA4677,225,1,24,2,2600,4000
178,Apple M5 Max 18 Core,Laptop,Mar 2026,"58,514","6,029",NA,Unknown,NA,1,6,1,2000,4610
179,Intel Core i9-14900K,Desktop,Oct 2023,"58,416","4,693",$468.99,FCLGA1700,125,1,8,2,3200,6000
197,Intel Xeon Gold 6248R @ 3.00GHz,Server,May 2020,"58,412","2,304","$2,948.70*",FCLGA3647,205,2,24,2,3000,4000
180,Intel Core i9-14900KF,Desktop,Sep 2023,"58,295","4,692",$465.99*,FCLGA1700,125,1,8,2,3200,6000
181,Intel Core i9-13900K,Desktop,Sep 2022,"58,255","4,599",$539.99*,FCLGA1700,125,1,8,2,3000,5800
182,Apple M5 Pro 18 Core,Laptop,Mar 2026,"58,226","6,026",NA,Unknown,NA,1,6,1,1310,4610
183,Intel Xeon Gold 5420+,Server,Apr 2023,"58,209","3,408","$1,848.00*",FCLGA4677,205,1,28,2,2000,4100
198,Intel Xeon Platinum 8255C @ 2.50GHz,Server,Apr 2022,"58,130","2,322",NA,LGA 3647,165,2,24,2,2500,3900
199,AMD EPYC 7352,Server,Aug 2021,"58,125","1,689","$1,450.00*",SP3,155,2,24,2,2300,3200
200,Intel Xeon Gold 6238R @ 2.20GHz,Server,Feb 2021,"57,955","2,254","$1,576.02*",FCLGA3647,165,2,28,2,2200,4000
184,AMD Ryzen 9 7945HX3D,Laptop,Dec 2023,"57,847","4,063",NA,FL1,55,1,16,2,2300,5400
201,AMD EPYC 7551,Server,Sep 2017,"57,841","1,790",$199.90,SP3,180,2,32,2,2000,3000
185,Intel Core i9-13900KF,Desktop,Oct 2022,"57,644","4,586","$1,413.58",FCLGA1700,125,1,8,2,3000,5800
186,Intel Core Ultra 9 285HX,Laptop,Apr 2025,"57,496","4,631",NA,FCBGA2114,55,1,8,1,2800,5500
187,Ampere ARM - 192 Core 3200 MHz,Server,May 2024,"57,444","1,228",NA,Unknown,NA,1,192,1,3200,NA
188,Intel Xeon Gold 6423N,Server,Nov 2023,"57,434","2,998","$2,161.00*",FCLGA4677,195,1,28,2,2000,3600
189,AMD EPYC 7552,Server,Aug 2020,"57,414","1,913","$1,650.00*",SP3,200,1,48,2,2200,3300
190,ARM Neoverse-V2 72 Core 3465 MHz,Unknown,Aug 2024,"57,369","2,328",NA,Unknown,NA,1,72,1,3465,NA
191,Intel Core Ultra 9 285,Desktop,Jan 2025,"57,367","4,897",$531.70*,FCLGA1851,65,1,8,1,2500,5600
192,Intel Xeon W-3365 @ 2.70GHz,Server,Feb 2023,"57,312","2,587","$3,851.00*",FCLGA4189,270,1,32,2,2700,4000
202,Intel Xeon E7-8895 v2 @ 2.80GHz,Server,Jul 2019,"57,307","2,010",NA,FCLGA2011,155,4,15,2,2800,3600
193,ARM Neoverse-V2 72 Core 3447 MHz,Unknown,Jun 2025,"57,299","2,311",NA,Unknown,NA,1,72,1,3447,NA
194,Intel Xeon w7-2495X,Server,Apr 2023,"57,244","3,443","$2,904.60*",FCLGA4677,225,1,24,2,2500,4800
195,ARM Neoverse-V2 72 Core 3519 MHz,Server,Jun 2024,"57,240","2,340",NA,Unknown,NA,1,72,1,3519,NA
196,Intel Xeon Gold 6414U,Server,Apr 2023,"57,200","2,610","$2,296.00*",FCLGA4677,250,1,32,2,2000,3400
197,AMD EPYC 8324P,Server,Mar 2024,"57,127","2,367","$3,598.95*",SP6,180,1,32,2,2650,3000
198,AMD EPYC 9135,Server,Dec 2024,"57,016","3,668","$1,214.00*",SP5,200,1,16,2,3650,4300
199,AMD EPYC 7443P,Server,Jun 2021,"56,923","2,895","$1,045.00*",SP3,200,1,24,2,2850,4000
200,Intel Xeon Platinum 8362 @ 2.80GHz,Server,May 2023,"56,787","2,446","$5,740.00*",FCLGA4189,265,1,32,2,2800,3600
201,AMD EPYC 7443,Server,Jan 2022,"56,743","2,927","$2,230.99*",SP3,200,1,24,2,2850,4000
203,Intel Xeon E7-8880 v4 @ 2.20GHz,Server,May 2023,"56,636","1,782","$23,580.00*",FCLGA2011,150,4,22,2,2200,3300
202,ARM Neoverse-V2 96 Core 0 MHz,Unknown,Nov 2024,"56,557","1,933",NA,Unknown,NA,1,96,1,0,NA
203,ARM Neoverse-V2 72 Core 3411 MHz,Unknown,Nov 2025,"56,432","2,294",NA,Unknown,NA,1,72,1,3411,NA
204,Intel Xeon Platinum 8269CY @ 2.50GHz,Server,Jul 2022,"56,330","2,157",NA,FCLGA3647,NA,2,26,2,2500,NA
204,AMD Ryzen 9 9900X3D,Desktop,Mar 2025,"56,236","4,646",$569.00*,AM5,120,1,12,2,4400,5500
205,Intel Xeon Platinum 8375C @ 2.90GHz,Server,Aug 2021,"56,202","2,474",NA,FCLGA4189,300,1,32,2,2900,3500
206,AMD Ryzen Threadripper PRO 9945WX,"Desktop, Server",Jul 2025,"56,125","4,566",NA,sTR5,350,1,12,2,4700,5400
207,Intel Core Ultra 9 275HX,Laptop,Feb 2025,"56,026","4,737",NA,FCBGA2114,55,1,8,1,2700,5400
208,AMD Ryzen 9 9955HX,"Desktop, Laptop",Apr 2025,"55,874","4,388",NA,FL1,55,1,16,2,2500,5400
205,Intel Xeon Gold 6242R @ 3.10GHz,Server,Oct 2020,"55,862","2,388","$1,559.06*",FCLGA3647,205,2,20,2,3100,4100
206,Intel Xeon Platinum 8270CL @ 2.70GHz,Server,Jun 2022,"55,854","2,341",NA,FCLGA3647,205,2,26,2,2700,4000
207,Intel Xeon Gold 6346 @ 3.10GHz,Server,Dec 2021,"55,571","2,469","$4,390.00*",FCLGA4189,205,2,16,2,3100,3600
208,Intel Xeon E7-8880 v3 @ 2.30GHz,Server,Jul 2016,"55,444","1,759",$532.00*,LGA2011-1,150,4,18,2,2300,3100
209,Intel Xeon Platinum 8260M @ 2.40GHz,Server,Jan 2025,"55,438","2,320",NA,FCLGA3647,165,2,24,2,2400,3900
210,Intel Xeon Platinum 8180M @ 2.50GHz,Server,May 2019,"55,391","2,138",NA,FCLGA3647,205,2,28,2,2500,3800
211,Intel Xeon Platinum 8260M @ 2.30GHz,Server,Oct 2020,"55,297","2,472","$15,410.00*",LGA3647,165,2,24,2,2300,3900
212,AMD EPYC 7401,Server,Nov 2017,"55,280","1,850","$3,299.90*",SP3,155,2,24,2,2000,3000
209,Intel Xeon w7-3455,Server,Apr 2024,"55,255","3,147","$2,489.00*",FCLGA4677,270,1,24,2,2500,4800
210,AMD Ryzen AI Max+ 395,Laptop,Dec 2024,"55,076","4,157",NA,FP11,55,1,16,2,3000,5100
213,AMD EPYC 9015,Server,Aug 2025,"55,013","3,288","$1,054.00*",SP5,125,2,8,2,3600,4100
214,AMD EPYC 7371,Server,Jan 2019,"54,894","2,320","$1,219.98*",SP3,NA,2,16,2,3100,3800
211,AMD Ryzen Threadripper 3960X,Desktop,Dec 2019,"54,796","2,683",$870.99*,sTRX4,280,1,24,2,3800,4500
215,Intel Xeon Platinum 8171M @ 2.60GHz,Server,Mar 2018,"54,765","2,135",NA,FCLGA3647,165,2,26,2,2600,3700
212,Intel Xeon w5-3535X,Server,Mar 2025,"54,737","3,660","$1,960.94*",FCLGA4677,300,1,20,2,2900,4800
216,Intel Xeon Platinum 8259CL @ 2.50GHz,Server,Feb 2020,"54,680","2,059",NA,LGA 3647,210,2,24,2,2500,3500
217,Intel Xeon E5-4660 v4 @ 2.20GHz,Server,Jan 2019,"54,621","1,786","$14,436.00*",FCLGA2011-3,120,4,16,2,2200,3000
213,AMD Ryzen 9 9900X,Desktop,Jul 2024,"54,444","4,677",$389.99*,AM5,120,1,12,2,4400,5600
214,Intel Xeon Platinum 8358 @ 2.60GHz,Server,Aug 2021,"54,416","2,382","$4,298.95*",FCLGA4189,250,1,32,2,2600,3400
218,Intel Xeon Silver 4316 @ 2.30GHz,Server,Aug 2021,"54,341","2,164","$2,400.00*",FCLGA4189,150,2,20,2,2300,3400
215,AMD EPYC 4545P,Server,Jun 2025,"54,280","4,473",$618.44*,AM5,65,1,16,2,3000,5400
216,AMD Ryzen 9 7945HX,Laptop,Feb 2023,"54,186","4,023",NA,FL1,55,1,16,2,2500,5400
219,Intel Xeon Gold 5218 @ 2.30GHz,Server,Sep 2019,"54,123","2,273","$4,668.60",FCLGA3647,125,4,16,2,2300,3900
220,Intel Xeon Platinum 8176 @ 2.10GHz,Server,Jun 2019,"54,087","2,109","$5,587.40*",FCLGA3647,165,2,28,2,2100,3800
